Name of Restaurant,Location,Cuisine,Top Dishes,PRICE,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
College Bakery,Pallavaram,['Bakery'],Not Mentioned,75.0,3.3,13,0.0,0,"['Takeaway Only', 'Desserts and Bakes']"
Bunny Burgers,Nungambakkam,"['Burger', ' Beverages']",Not Mentioned,175.0,0.0,0,4.0,171,['Delivery Only']
The Waffle Wings,Virugambakkam,"['Fast Food', ' Desserts', ' Ice Cream', ' Beverages']",Not Mentioned,150.0,3.3,10,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
New Ranga Vilas,Parrys,"['South Indian', ' North Indian']",Not Mentioned,150.0,3.4,11,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Coffee Kadai,West Mambalam,"['Beverages', ' Fast Food']",Not Mentioned,100.0,3.3,14,3.7,574,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Gusto Express,Avadi,"['Lebanese', ' Chinese']",Not Mentioned,150.0,3.3,9,3.8,44,"['Home Delivery', 'Indoor Seating']"
Sri Kanaka Durga Andhra Meals Hotel,T. Nagar,['Andhra'],Not Mentioned,125.0,3.5,14,0.0,0,['Indoor Seating']
BBQ Box,Gopalapuram,"['BBQ', ' Fast Food', ' Rolls']",Not Mentioned,200.0,0.0,0,3.5,65,['Home Delivery']
Kartika Veg And Non Veg Hotel,Thuraipakkam,"['South Indian', ' Chinese', ' North Indian']",Not Mentioned,150.0,3.7,14,3.0,67,"['Home Delivery', 'Indoor Seating']"
The Dosa Wok,Potheri,"['South Indian', ' Chinese', ' North Indian']",Not Mentioned,100.0,0.0,0,3.4,21,"['Breakfast', 'Home Delivery']"
Radisson Blu GRT Hotel,"Radisson Blu, GST Road","['Desserts', ' Bakery']",Not Mentioned,150.0,3.5,8,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Wifi', 'Desserts and Bakes']"
Madras Kebab,Royapuram,"['Chinese', ' North Indian', ' Seafood', ' Biryani']",Not Mentioned,300.0,3.1,10,3.8,560,"['Home Delivery', 'Indoor Seating']"
The Pulao Bowl & Fruit Story,Saligramam,"['North Indian', ' Rolls', ' Kebab', ' Beverages']",Not Mentioned,175.0,3.7,6,0.0,0,"['Home Delivery', 'Indoor Seating']"
New Al Madina Multi Cuisine Restaurant,Tambaram,"['South Indian', ' Chettinad', ' Chinese', ' North Indian']",Not Mentioned,200.0,3.1,12,3.9,305,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Madurai Jigarthanda,Porur,"['Ice Cream', ' Desserts']",Not Mentioned,100.0,3.4,16,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Regency by GRT Hotels,"GRT Regency, Kanchipuram ","['North Indian', ' Continental', ' Chinese']",Not Mentioned,600.0,2.9,15,0.0,0,"['Breakfast', 'Wheelchair Accessible', 'Free Parking', 'Indoor Seating', 'Disabled Friendly', 'Smoking Area', 'Wifi', 'Valet Parking Available', 'Table booking for Groups', 'Kid Friendly', 'Buffet']"
Kunti Kolkata Rolls,Vandalur,"['Rolls', ' Chinese']",Not Mentioned,100.0,0.0,0,4.2,811,['Home Delivery']
Degree Coffee,Velachery,"['Beverages', ' Fast Food']",Not Mentioned,125.0,0.0,0,3.9,43,"['Home Delivery', 'Desserts and Bakes']"
Klase Hotels,Guindy,"['South Indian', ' North Indian', ' Chinese', ' European']",Not Mentioned,350.0,3.4,13,0.0,0,"['Breakfast', 'Indoor Seating']"
Sri Sai Icecream Centre,Washermenpet,"['Ice Cream', ' Fast Food']",Not Mentioned,100.0,3.3,10,3.3,23,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
Bismillah Biriyani,George Town,['Biryani'],Not Mentioned,100.0,3.3,18,0.0,0,"['Home Delivery', 'Indoor Seating']"
Avadi Charminar Biryani,Avadi,"['Chinese', ' North Indian']",Not Mentioned,150.0,3.7,5,3.8,126,"['Home Delivery', 'Indoor Seating']"
In Restaurant,Kanathur,"['South Indian', ' Chinese', ' North Indian']",Not Mentioned,350.0,3.7,7,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Drive in', 'Table Reservation Not Required']"
New Madurai Muniyandi Vilas,Gopalapuram,"['South Indian', ' Biryani']",Not Mentioned,100.0,2.8,13,0.0,0,"['Breakfast', 'Indoor Seating']"
Veg Expresso,Selaiyur,"['Street Food', ' Fast Food']",Not Mentioned,125.0,2.3,9,3.5,82,"['Home Delivery', 'Outdoor Seating']"
Madras Espresso,Kottivakkam,"['Fast Food', ' Beverages', ' Juices']",Not Mentioned,100.0,3.6,10,4.0,123,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Burma Food,Potheri,"['Burmese', ' Chinese', ' Biryani']",Not Mentioned,75.0,0.0,0,4.1,100,['Home Delivery']
Madras Mess,Vadapalani,"['South Indian', ' Biryani']",Not Mentioned,200.0,0.0,0,3.4,113,"['Breakfast', 'Home Delivery']"
Five Star,Tambaram,"['South Indian', ' Biryani']",Not Mentioned,100.0,3.8,5,0.0,0,"['Breakfast', 'Indoor Seating']"
Shree Voveshwar Bhojanalaya,Park Town,['North Indian'],Not Mentioned,125.0,2.0,4,0.0,0,"['Vegetarian Only', 'Indoor Seating']"
Opium,"The Hotel Royal Plaza, Koyambedu","['Finger Food', ' North Indian', ' Chinese']",Not Mentioned,600.0,3.0,14,0.0,0,"['Full Bar Available', 'Nightlife', 'Indoor Seating']"
Chaat Palette,Thuraipakkam,"['Fast Food', ' South Indian', ' Beverages']",Not Mentioned,100.0,3.1,9,3.6,60,"['Home Delivery', 'Vegetarian Only', 'Outdoor Seating', 'Free Wifi', 'Indoor Seating']"
S2L Da Dhaba,"OMR Food Street, Navallur",['North Indian'],Not Mentioned,275.0,3.5,11,0.0,0,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
New Peppers,Avadi,"['North Indian', ' Chinese', ' Mughlai']",Not Mentioned,200.0,3.1,10,3.1,166,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Bread's 'N' Bake's,Ramapuram,"['Bakery', ' Fast Food']",Not Mentioned,100.0,2.8,7,0.0,0,"['Home Delivery', 'Indoor Seating', 'Pre-Ordering Required', 'Desserts and Bakes']"
Slurrrp,Chetpet,['Beverages'],Not Mentioned,200.0,3.5,12,0.0,0,"['Home Delivery', 'Indoor Seating']"
Samo,Perungudi,['Momos'],Not Mentioned,100.0,3.5,13,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
La Pizzeria de Mama,Mahabalipuram,"['Italian', ' Pizza', ' Tibetan']",Not Mentioned,350.0,2.8,12,0.0,0,['Indoor Seating']
Strings,Old Mahabalipuram Road (OMR),['South Indian'],Not Mentioned,100.0,3.7,12,3.9,276,"['Home Delivery', 'Indoor Seating']"
Namma Pasanga Kadai,Ambattur,"['Biryani', ' Rolls']",Not Mentioned,125.0,3.5,12,3.7,20,"['Home Delivery', 'Indoor Seating']"
The Smoke Factory,Anna Nagar West,"['Chinese', ' South Indian', ' Tamil', ' Biryani']",Not Mentioned,250.0,0.0,0,3.0,35,['Delivery Only']
Aaha Cafe,Vadapalani,"['Fast Food', ' Sandwich', ' Beverages']",Not Mentioned,100.0,3.3,9,0.0,0,"['Home Delivery', 'Indoor Seating']"
RR Chettinad Family Restaurant,Sholinganallur,"['South Indian', ' Biryani', ' Chinese']",Not Mentioned,150.0,3.0,17,0.0,0,"['Home Delivery', 'Indoor Seating']"
Innum Peru Vaikala,Thuraipakkam,"['Fast Food', ' Desserts']",Not Mentioned,75.0,3.6,7,0.0,0,"['Takeaway Only', 'Self Service', 'Desserts and Bakes']"
Blessed Foods Restaurant,Madipakkam,['South Indian'],Not Mentioned,75.0,2.9,14,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Basant's Dhaba,Selaiyur,"['North Indian', ' South Indian']",Not Mentioned,250.0,2.9,16,0.0,0,['Indoor Seating']
AL Kabeer Kitchen,Vadapalani,"['Chettinad', ' North Indian', ' Arabian']",Not Mentioned,300.0,3.8,10,0.0,0,['Indoor Seating']
OMR Food Street,Semmancheri,"['North Indian', ' South Indian']",Not Mentioned,125.0,0.0,0,2.4,31,"['Home Delivery', 'Indoor Seating']"
Mumbai  Kulfi,Pallavaram,['Desserts'],Not Mentioned,75.0,3.7,11,4.7,141,"['Home Delivery', 'Free Parking', 'Outdoor Seating', 'Indoor Seating']"
Thattu Vadai Settu Kadai,Teynampet,['Street Food'],Not Mentioned,50.0,0.0,0,3.7,57,['Home Delivery']
CKs Bakery,Porur,"['Bakery', ' Fast Food']",Not Mentioned,150.0,3.1,6,3.9,65,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
Fruit Bowl,Anna Nagar West,"['Healthy Food', ' Juices']",Not Mentioned,100.0,0.0,0,4.1,381,"['Breakfast', 'Delivery Only']"
Daily Touch,Pallavaram,"['Beverages', ' Juices', ' Fast Food']",Not Mentioned,75.0,3.4,8,4.2,88,"['Home Delivery', 'Indoor Seating']"
Sri Veeras Chettinad Hotel,Poonamalle,['South Indian'],Not Mentioned,175.0,3.0,11,3.6,1168,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hyderabad Biriyani,Poonamalle,['Biryani'],Not Mentioned,100.0,0.0,0,3.8,87,['Home Delivery']
Nila Soru,Perungudi,"['South Indian', ' Chinese', ' North Indian']",Not Mentioned,150.0,0.0,0,3.4,101,['Delivery Only']
Karaikudi Chettinad Mess,Chetpet,"['Chettinad', ' Chinese', ' Biryani']",Not Mentioned,150.0,0.0,0,3.8,360,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Only Combos,Adyar,"['South Indian', ' Chinese', ' Biryani']",Not Mentioned,150.0,0.0,0,3.8,151,['Home Delivery']
Maharaja Thali,Mogappair,"['North Indian', ' Beverages']",Not Mentioned,200.0,0.0,0,2.0,58,['Delivery Only']
The Black Bull,Pallikaranai,"['Chinese', ' North Indian', ' Hyderabadi']",Not Mentioned,250.0,0.0,0,3.9,355,['Home Delivery']
Hot And Chill Chicken,GST Road,"['Chettinad', ' Fast Food', ' Burger', ' Beverages']",Not Mentioned,250.0,0.0,0,3.9,27,['Delivery Only']
Blah Bistro,Nungambakkam,"['Cafe', ' Street Food', ' Continental', ' Beverages', ' Desserts']",Not Mentioned,350.0,3.3,10,0.0,0,"['Home Delivery', 'Indoor Seating', 'Free Wifi']"
Hotel Sima,Perungudi,"['South Indian', ' Chinese']",Not Mentioned,125.0,0.0,0,3.7,535,['Home Delivery']
Vallalar Quality Tiffin Centre,Purasavakkam,"['South Indian', ' Chinese']",Not Mentioned,150.0,3.4,9,3.9,180,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Thalapakattu Ksks Biriyani,Madipakkam,"['Biryani', ' South Indian', ' Chettinad']",Not Mentioned,200.0,3.3,15,3.5,165,"['Home Delivery', 'Indoor Seating']"
Vivikta Chapati Shop,Vadapalani,['South Indian'],Not Mentioned,50.0,0.0,0,3.8,138,['Home Delivery']
Subam Kitchen,Velachery,['South Indian'],Not Mentioned,150.0,2.0,4,3.7,84,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hotel Bismi,Triplicane,"['Chinese', ' South Indian', ' North Indian']",Not Mentioned,150.0,3.5,14,0.0,0,"['Breakfast', 'Indoor Seating']"
Tasty Juice Jigirdhanda,Thiruvallur,"['Beverages', ' Desserts']",Not Mentioned,75.0,0.0,0,4.2,205,['Home Delivery']
Hotel Appam Paya,Perambur,"['Chinese', ' Arabian']",Not Mentioned,125.0,3.5,7,4.1,82,"['Home Delivery', 'Indoor Seating']"
Giramathu Inipagam,Karapakkam,"['Kerala', ' South Indian', ' Chinese']",Not Mentioned,175.0,3.6,13,4.2,115,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Italian Pizza Co.,T. Nagar,"['Pizza', ' Italian', ' Beverages']",Not Mentioned,400.0,0.0,0,3.4,47,['Delivery Only']
Cakes & Cakes,Mandaveli,"['Bakery', ' Street Food', ' Fast Food']",Not Mentioned,200.0,3.6,12,0.0,0,"['Indoor Seating', 'Desserts and Bakes']"
Kulfi House,Madipakkam,"['Ice Cream', ' Beverages']",Not Mentioned,150.0,3.1,8,3.9,40,"['Home Delivery', 'Desserts and Bakes', 'Indoor Seating']"
Shri Ganesh Bhavan,Ekkaduthangal,"['Chinese', ' South Indian', ' North Indian', ' Fast Food']",Not Mentioned,125.0,3.4,10,4.0,139,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Pastry 4,Anna Nagar East,"['Bakery', ' Fast Food']",Not Mentioned,150.0,0.0,0,3.8,54,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Hotel Vinayaga Vilas,Kotturpuram,['South Indian'],Not Mentioned,75.0,3.1,13,4.2,649,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
The British Table,Injambakkam,"['Fast Food', ' Chinese', ' BBQ']",Not Mentioned,225.0,3.2,9,3.9,60,"['Home Delivery', 'Indoor Seating']"
Food Junkies,Adambakkam,"['BBQ', ' North Indian']",Not Mentioned,100.0,0.0,0,3.9,15,"['Home Delivery', 'Standing Tables']"
Hotel Chennai Masala,Adambakkam,['Fast Food'],Not Mentioned,100.0,3.0,11,0.0,0,"['Home Delivery', 'Indoor Seating']"
Virugai Pandian Hotel,Virugambakkam,"['Biryani', ' South Indian']",Not Mentioned,200.0,3.5,14,0.0,0,['Indoor Seating']
Hotel Aahaar,Triplicane,['Bengali'],Not Mentioned,50.0,3.1,11,0.0,0,"['Home Delivery', 'Indoor Seating']"
Mumbai Kulfi Express,Madhavaram,"['Fast Food', ' Desserts', ' Beverages']",Not Mentioned,150.0,3.3,17,3.8,59,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Limra,Perambur,"['North Indian', ' South Indian']",Not Mentioned,150.0,0.0,0,3.0,84,"['Breakfast', 'Delivery Only']"
Mubarak Briyani,Kilpauk,['Biryani'],Not Mentioned,200.0,3.0,13,4.1,408,"['Home Delivery', 'Indoor Seating']"
Maverick's,Tambaram,"['Fast Food', ' Wraps']",Not Mentioned,125.0,3.5,15,3.6,124,"['Home Delivery', 'Indoor Seating']"
Sandwich Kitchen,Kodambakkam,['Fast Food'],Not Mentioned,100.0,0.0,0,4.3,59,['Home Delivery']
Cafe Tails,Anna Nagar East,"['Fast Food', ' British']",Not Mentioned,250.0,3.5,11,3.9,17,"['Home Delivery', 'Indoor Seating']"
Mr.Burger,Avadi,"['Burger', ' Fast Food']",Not Mentioned,150.0,2.0,4,3.9,187,"['Home Delivery', 'Indoor Seating']"
Shri Srinivas,Pallikaranai,"['South Indian', ' Chinese']",Not Mentioned,150.0,3.6,12,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Close To My Heart,Potheri,"['North Indian', ' South Indian', ' Chinese', ' Biryani']",Not Mentioned,150.0,0.0,0,3.9,18,['Delivery Only']
Cafe Madrassi,George Town,"['Fast Food', ' Sandwich', ' Beverages']",Not Mentioned,175.0,3.2,10,3.9,69,"['Home Delivery', 'Indoor Seating']"
Ghousiya Biriyani,Thousand Lights,['Biryani'],Not Mentioned,100.0,2.9,10,0.0,0,['Indoor Seating']
Amutha Rusi,Washermenpet,"['Chinese', ' Fast Food']",Not Mentioned,300.0,3.4,15,0.0,0,['Indoor Seating']
Kalyani Biryani & Fast Food,Adambakkam,"['Biryani', ' Street Food']",Not Mentioned,125.0,2.9,13,0.0,0,['Indoor Seating']
Vazhai Ilai Soru Dosa Corner,Poonamalle,['South Indian'],Not Mentioned,75.0,3.3,11,3.8,85,"['Home Delivery', 'Indoor Seating']"
BEEFAH! Beef and more..,T. Nagar,"['North Indian', ' Chinese']",Not Mentioned,150.0,3.3,15,3.6,27,"['Home Delivery', 'Indoor Seating']"
Time To Eat,Valasaravakkam,"['Fast Food', ' Sandwich']",Not Mentioned,100.0,3.3,9,3.9,57,"['Home Delivery', 'Indoor Seating']"
New Balaji Bhavan,Nanganallur,['South Indian'],Not Mentioned,75.0,3.3,8,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Cafe Tooba,Kolathur,"['Fast Food', ' Lebanese', ' Beverages']",Not Mentioned,125.0,3.2,8,3.9,21,"['Home Delivery', 'Indoor Seating']"
Hotel Renuka Chettinad,T. Nagar,"['Chettinad', ' North Indian', ' Chinese', ' South Indian']",Not Mentioned,225.0,3.1,11,0.0,0,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Udipi Rao's Cafe,GST Road,['South Indian'],Not Mentioned,150.0,2.7,12,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Dil Food Village,Avadi,"['Fast Food', ' Biryani']",Not Mentioned,100.0,3.2,15,0.0,0,['Indoor Seating']
Agarwal's Desi Khana Khazana,Kilpauk,['North Indian'],Not Mentioned,200.0,3.2,14,0.0,0,['Indoor Seating']
Nellai Fast Food,Mogappair,"['Chinese', ' South Indian', ' North Indian']",Not Mentioned,150.0,2.7,13,0.0,0,['Indoor Seating']
Deva's Choccy Woccy,Navallur,['Desserts'],Not Mentioned,100.0,0.0,0,3.6,17,"['Home Delivery', 'Desserts and Bakes']"
Madurai Jigarthanda,K.K. Nagar,"['Beverages', ' Fast Food']",Not Mentioned,100.0,3.3,11,2.6,58,"['Home Delivery', 'Indoor Seating']"
Bisba Da Dhaba,T. Nagar,"['Chinese', ' North Indian']",Not Mentioned,150.0,3.1,10,0.0,0,"['Home Delivery', 'Indoor Seating']"
Sri Sankara Mess,Abhiramapuram,['South Indian'],Not Mentioned,50.0,3.3,8,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Karunaas,K.K. Nagar,['South Indian'],Not Mentioned,100.0,3.3,8,0.0,0,"['Breakfast', 'Indoor Seating']"
Oz,Mylapore,"['Fast Food', ' Sandwich']",Not Mentioned,150.0,3.7,10,0.0,0,['Indoor Seating']
Reema's Swad  Cooking Classes,Vepery,['Bakery'],Not Mentioned,150.0,3.2,10,0.0,0,"['Takeaway Only', 'Vegetarian Only', 'Pre-Ordering Required', 'Desserts and Bakes', 'Home Baker']"
The Raja's Sandwich Shop,Ramapuram,"['Pizza', ' Burger']",Not Mentioned,225.0,3.6,13,3.9,55,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Free Parking']"
The Corn Club,"OMR Food Street, Navallur",['Street Food'],Not Mentioned,75.0,3.6,9,0.0,0,"['Takeaway Only', 'Vegetarian Only']"
Sri Vijaya Durga Andhra Mess,Aminijikarai,['Andhra'],Not Mentioned,100.0,3.0,11,3.7,31,"['Home Delivery', 'Indoor Seating']"
Chennai Bhai Biriyani,Kolathur,"['Biryani', ' Chinese', ' BBQ', ' South Indian']",Not Mentioned,150.0,3.3,8,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Eataliano,Kilpauk,"['Chinese', ' Fast Food']",Not Mentioned,200.0,3.1,10,0.0,0,['Indoor Seating']
Aashiq Khana,Mogappair,['Chinese'],Not Mentioned,100.0,3.6,9,0.0,0,['Takeaway Only']
Arcot Red Chilli,Virugambakkam,"['Biryani', ' North Indian', ' Fast Food', ' South Indian']",Not Mentioned,200.0,3.0,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Rottu Kadai Food Court,T. Nagar,"['South Indian', ' North Indian', ' Chinese']",Not Mentioned,150.0,3.5,9,3.9,58,"['Home Delivery', 'Indoor Seating']"
Shawarma Fusion,Madhavaram,['Lebanese'],Not Mentioned,125.0,3.4,12,4.5,109,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
Shawarmania Food Truck,Nanganallur,"['Lebanese', ' Chinese']",Not Mentioned,200.0,0.0,0,3.6,96,"['Home Delivery', 'Standing Tables']"
Bharani Bhavan,Aminijikarai,"['South Indian', ' North Indian', ' Chinese']",Not Mentioned,175.0,3.2,11,4.0,309,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sri Devi Mess,Virugambakkam,"['South Indian', ' North Indian']",Not Mentioned,250.0,3.5,8,3.3,417,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
French Breads,Valasaravakkam,['Bakery'],Not Mentioned,175.0,0.0,0,3.3,22,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Tamil Nadu Military Hotel(Mudaliyar Hotel),Thiruvallur,"['Chinese', ' North Indian']",Not Mentioned,150.0,2.8,6,4.2,99,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Side Dish Factory,Perungudi,['South Indian'],Not Mentioned,225.0,0.0,0,3.9,116,['Delivery Only']
Urban Cafe,Chromepet,"['Beverages', ' Juices', ' Fast Food', ' Desserts']",Not Mentioned,100.0,3.5,8,3.7,199,"['Home Delivery', 'Indoor Seating']"
Poker Bar,"Hotel Shelter, Mylapore",['Bar Food'],Not Mentioned,700.0,2.7,9,0.0,0,"['Full Bar Available', 'Wifi', 'Free Parking', 'Nightlife', 'Indoor Seating', 'Table booking recommended', 'Live Sports Screening']"
Lakshmi Bakers & Dosa Kadai,Porur,"['Bakery', ' Fast Food']",Not Mentioned,150.0,2.0,4,0.0,0,"['Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']"
Calcutta Mithaiwala,Nungambakkam,"['Mithai', ' North Indian', ' Sandwich']",Not Mentioned,100.0,3.1,6,3.8,33,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Lakshmi Fast Food,Alwarpet,"['South Indian', ' North Indian', ' Chinese']",Not Mentioned,125.0,0.0,0,3.8,12,"['Breakfast', 'Home Delivery', 'Self Service']"
Combos Kitchen,Choolaimedu,"['Chinese', ' North Indian']",Not Mentioned,225.0,0.0,0,3.7,114,['Home Delivery']
Pizza Man Crispy Chicken,Madhavaram,"['Burger', ' Pizza', ' Fast Food']",Not Mentioned,225.0,3.4,11,0.0,0,"['Home Delivery', 'Indoor Seating']"
Royal Biryani,Thuraipakkam,"['Biryani', ' South Indian', ' Chinese']",Not Mentioned,225.0,3.0,13,3.3,599,"['Home Delivery', 'Indoor Seating']"
Anjali Sweets,Adambakkam,"['Mithai', ' Desserts', ' Street Food']",Not Mentioned,75.0,3.6,12,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
Hotel Prayag,George Town,['North Indian'],Not Mentioned,200.0,3.3,11,3.9,106,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
The Juice Lab,Nungambakkam,"['Juices', ' Fast Food', ' Beverages']",Not Mentioned,100.0,0.0,0,4.2,315,['Home Delivery']
Madras Burger,Madipakkam,"['Burger', ' Fast Food']",Not Mentioned,150.0,0.0,0,3.6,259,['Home Delivery']
Swirl,Mahabalipuram,['Finger Food'],Not Mentioned,400.0,2.3,10,0.0,0,"['Full Bar Available', 'Indoor Seating', 'Live Music']"
Fresh O Fresh Juice Mall,Nandanam,"['Beverages', ' Fast Food']",Not Mentioned,75.0,3.4,13,0.0,0,"['Breakfast', 'Indoor Seating']"
Madras Biriyani Point,Perungudi,"['Biryani', ' Chinese', ' North Indian']",Not Mentioned,150.0,0.0,0,3.5,45,['Home Delivery']
Chaat House,Pallavaram,"['Sandwich', ' Fast Food', ' Beverages']",Not Mentioned,150.0,3.2,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Everest Bakery,Madhavaram,"['Bakery', ' Street Food']",Not Mentioned,100.0,3.5,11,0.0,0,"['Indoor Seating', 'Desserts and Bakes']"
Lulu Restaurant,Kanchipuram District,"['Biryani', ' Chinese', ' BBQ', ' North Indian', ' Mughlai']",Not Mentioned,250.0,3.5,10,3.7,164,"['Home Delivery', 'Indoor Seating']"
Ambur Star Biriyani,Saidapet,"['Biryani', ' Fast Food']",Not Mentioned,150.0,2.7,15,0.0,0,"['Home Delivery', 'Catering Available', 'Indoor Seating']"
Noor Bai Biryani,Karapakkam,"['Chinese', ' Biryani', ' North Indian']",Not Mentioned,175.0,0.0,0,3.9,260,['Home Delivery']
Go Grill,Maduravoyal,['Arabian'],Not Mentioned,300.0,3.4,10,4.0,187,"['Home Delivery', 'Indoor Seating']"
Mr Juice,Perungudi,"['Juices', ' Beverages', ' Fast Food']",Not Mentioned,100.0,3.4,12,3.9,1091,"['Home Delivery', 'Indoor Seating']"
Grand Chat & Chillerz,Virugambakkam,"['Beverages', ' Street Food', ' Fast Food']",Not Mentioned,175.0,3.6,13,4.0,122,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Vanga Jii,Vadapalani,"['North Indian', ' Chinese']",Not Mentioned,150.0,3.2,9,0.0,0,"['Home Delivery', 'Indoor Seating']"
Sri Krishna Bhavan,Arumbakkam,"['South Indian', ' Chinese']",Not Mentioned,150.0,3.5,7,0.0,0,"['Home Delivery', 'Indoor Seating']"
Potlam Shop,Royapettah,"['Andhra', ' Biryani']",Not Mentioned,250.0,0.0,0,3.7,106,['Home Delivery']
Dosa Express,Ambattur,['South Indian'],Not Mentioned,100.0,3.7,5,3.3,157,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Smoothie Bistro,Ambattur,"['Beverages', ' Sandwich']",Not Mentioned,100.0,0.0,0,3.6,128,['Home Delivery']
Nalabhojanam,Valasaravakkam,['South Indian'],Not Mentioned,125.0,3.0,9,3.5,213,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Tea Tag,K.K. Nagar,"['Beverages', ' Tea']",Not Mentioned,50.0,2.9,10,3.5,121,"['Home Delivery', 'Indoor Seating']"
Coffee Ya Tea Ya,Anna Nagar West,"['Beverages', ' Coffee', ' Tea', ' Fast Food']",Not Mentioned,150.0,3.1,7,0.0,0,"['Home Delivery', 'Indoor Seating']"
Miteen Bhai Biryani,Thuraipakkam,['Biryani'],Not Mentioned,150.0,3.0,10,3.8,124,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Udupi Ganga Hotel,T. Nagar,['South Indian'],Not Mentioned,100.0,3.2,12,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Indoor Seating']"
The Madras Mess,Tambaram,"['South Indian', ' North Indian']",Not Mentioned,250.0,3.5,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Bowl Na!,Mogappair,"['Biryani', ' Mughlai', ' North Indian', ' Desserts', ' Beverages']",Not Mentioned,100.0,0.0,0,2.0,26,['Home Delivery']
OMG Pizza,Velachery,['Pizza'],Not Mentioned,150.0,0.0,0,3.2,53,['Home Delivery']
PUBG Pizza And Burgers,GST Road,"['Fast Food', ' Chinese']",Not Mentioned,150.0,3.3,11,3.5,68,"['Home Delivery', 'Indoor Seating']"
Arabian Fame,Chromepet,['Arabian'],Not Mentioned,150.0,2.7,8,3.2,68,"['Home Delivery', 'Indoor Seating']"
Chai N Chat,Porur,"['Beverages', ' Fast Food']",Not Mentioned,150.0,3.2,6,0.0,0,"['Home Delivery', 'Indoor Seating']"
Sri Lakshmi Nivash,Poonamalle,"['South Indian', ' North Indian']",Not Mentioned,275.0,3.5,13,0.0,0,"['Vegetarian Only', 'Indoor Seating', 'Table reservation required']"
Mumbai Kulfi,Chromepet,"['Ice Cream', ' Beverages', ' Fast Food']",Not Mentioned,150.0,3.2,8,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Hira Bakery,Perungudi,"['Beverages', ' Fast Food']",Not Mentioned,175.0,3.0,9,3.6,96,"['Home Delivery', 'Indoor Seating']"
