Name of Restaurant,Location,Cuisine,Top Dishes,PRICE,Dining Rating,Dining Rating Count,Delivery Rating,Delivery Rating Count,Features
So Far So Good (Sandwich Store),Chetpet,"['Burger', ' Finger Food', ' Rolls', ' Sandwich']",Not Mentioned,150.0,3.2,11,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sams Sandwich,Ambattur,"['Sandwich', ' Fast Food', ' Beverages']",Not Mentioned,125.0,3.2,12,3.9,51,"['Home Delivery', 'Indoor Seating']"
Namma Theneer Kadai,Ashok Nagar,"['Cafe', ' Tea']",Not Mentioned,125.0,3.5,5,0.0,0,"['Breakfast', 'Indoor Seating']"
Shawarma Point,Navallur,['Lebanese'],Not Mentioned,100.0,3.3,6,3.8,58,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Cherry's Bakery & Confectionary,Kodambakkam,"['Bakery', ' Fast Food', ' Beverages']",Not Mentioned,175.0,3.8,7,0.0,0,"['Indoor Seating', 'Desserts and Bakes']"
Little Eatery,Porur,['Fast Food'],Not Mentioned,75.0,3.3,8,3.1,27,"['Home Delivery', 'Indoor Seating']"
Alandur Beef Biriyani Kadai,Adambakkam,"['Fast Food', ' Biryani']",Not Mentioned,100.0,3.1,13,0.0,0,['Indoor Seating']
Dheen Food Zone,Selaiyur,"['South Indian', ' Chinese']",Not Mentioned,150.0,3.2,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Ugadi Andhra Restaurant,Sholinganallur,"['Andhra', ' North Indian', ' Chinese']",Not Mentioned,200.0,0.0,0,3.5,39,['Delivery Only']
New Arcot Fathima Biriyani,Ashok Nagar,"['Biryani', ' Chinese']",Not Mentioned,125.0,2.9,10,3.6,570,"['Home Delivery', 'Indoor Seating']"
Joey's,Alwarpet,"['Fast Food', ' Beverages']",Not Mentioned,300.0,3.4,8,3.9,20,"['Home Delivery', 'Indoor Seating']"
LOMPRIJST,Thuraipakkam,"['Sri Lankan', ' South Indian', ' Chinese']",Not Mentioned,175.0,3.2,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Desi Hungrezi,Nanganallur,"['Chinese', ' Fast Food', ' Beverages']",Not Mentioned,150.0,3.7,8,0.0,0,"['Vegetarian Only', 'Outdoor Seating', 'Indoor Seating']"
Chennai Food Factory,Ambattur,"['Chinese', ' Biryani', ' Fast Food']",Not Mentioned,100.0,0.0,0,3.6,54,['Delivery Only']
Sri Iyyappan Tiffin Center,Porur,"['South Indian', ' Chinese']",Not Mentioned,100.0,3.6,11,0.0,0,"['Breakfast', 'Indoor Seating']"
For Your Tummy,Ashok Nagar,"['South Indian', ' North Indian', ' Beverages']",Not Mentioned,275.0,3.8,5,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Highway Inn,GST Road,"['North Indian', ' South Indian', ' Chinese']",Not Mentioned,175.0,3.6,10,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Dosaipuram,Mahabalipuram,"['Street Food', ' South Indian']",Not Mentioned,100.0,3.3,10,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Corner Food Court,Ashok Nagar,"['Chettinad', ' South Indian', ' Chinese']",Not Mentioned,200.0,3.5,10,0.0,0,"['Home Delivery', 'Indoor Seating']"
Tasty Feast Cafe,Pallikaranai,"['South Indian', ' Chinese', ' Biryani']",Not Mentioned,150.0,3.2,9,0.0,0,"['Home Delivery', 'Indoor Seating']"
Alreef Restaurant,Medavakkam,"['North Indian', ' Chinese', ' Mughlai', ' Seafood', ' BBQ', ' Biryani']",Not Mentioned,300.0,3.4,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Shree Pasumai Organic Restaurant,Velachery,"['Healthy Food', ' North Indian']",Not Mentioned,100.0,3.7,12,3.9,46,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
DDS Cafe,Sholinganallur,"['Chinese', ' Fast Food']",Not Mentioned,125.0,3.3,10,0.0,0,"['Free Parking', 'Outdoor Seating']"
Sri Aarya Bhavan,GST Road,"['South Indian', ' Chinese', ' Beverages']",Not Mentioned,150.0,3.3,11,3.8,451,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Free Parking']"
Kabab Town,GST Road,['Kebab'],Not Mentioned,100.0,0.0,0,3.8,294,['Home Delivery']
Still Hungry,Perambur,"['North Indian', ' Chinese']",Not Mentioned,150.0,3.2,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Enliven Coffee Xpress,T. Nagar,"['Fast Food', ' Beverages']",Not Mentioned,100.0,0.0,0,3.7,423,"['Home Delivery', 'Free Parking']"
Daily Treat,Anna Nagar West,"['Burger', ' Fast Food']",Not Mentioned,175.0,3.2,9,3.8,113,"['Home Delivery', 'Indoor Seating']"
Time for Tea,Adyar,"['Beverages', ' Fast Food']",Not Mentioned,250.0,3.6,8,0.0,0,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Hotel Sai Mangalambika,Adambakkam,['South Indian'],Not Mentioned,125.0,3.4,9,3.4,47,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Dinesh Foods,Potheri,"['Chinese', ' North Indian']",Not Mentioned,100.0,3.2,8,0.0,0,['Takeaway Only']
PUBG Cafe,Ramapuram,['Sandwich'],Not Mentioned,200.0,3.1,11,3.9,53,"['Home Delivery', 'Indoor Seating']"
Rafie,Perambur,"['Kerala', ' South Indian']",Not Mentioned,75.0,3.9,9,0.0,0,"['Outdoor Seating', 'Self Service']"
Hotel Grandma Veg,Velachery,['South Indian'],Not Mentioned,75.0,3.6,9,0.0,0,"['Home Delivery', 'Indoor Seating']"
Thavins Hell's Kitchen,GST Road,"['North Indian', ' Chettinad', ' Seafood', ' Chinese', ' South Indian']",Not Mentioned,300.0,2.4,10,3.3,24,"['Home Delivery', 'Outdoor Seating', 'Table booking recommended']"
Fresh Juice Factory,Red Hills,"['Beverages', ' Fast Food']",Not Mentioned,125.0,3.2,9,3.8,361,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Sri Lakshmi Bhavan,Kanchipuram District,"['South Indian', ' Beverages']",Not Mentioned,100.0,3.6,5,3.8,145,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Amul Scooping Parlour,Nungambakkam,"['Ice Cream', ' Desserts']",Not Mentioned,50.0,3.6,8,0.0,0,"['Indoor Seating', 'Desserts and Bakes']"
Kitchen Grill,Kolathur,"['Fast Food', ' Lebanese', ' Beverages']",Not Mentioned,200.0,3.2,8,3.9,101,"['Home Delivery', 'Outdoor Seating', 'Indoor Seating']"
The Noodle House,Sholinganallur,"['Chinese', ' Seafood']",Not Mentioned,100.0,0.0,0,3.3,39,['Home Delivery']
Bombay Classic Lassi,GST Road,"['Beverages', ' Ice Cream', ' Fast Food']",Not Mentioned,200.0,2.4,10,0.0,0,"['Home Delivery', 'Indoor Seating']"
South Market by Sketch,Nungambakkam,['South Indian'],Not Mentioned,200.0,0.0,0,3.9,121,['Home Delivery']
Shristi Snacks,George Town,['Fast Food'],Not Mentioned,125.0,3.3,9,3.9,28,"['Home Delivery', 'Standing Tables', 'Indoor Seating']"
Kumbakonam Subbaiya Mess,Valasaravakkam,['South Indian'],Not Mentioned,50.0,3.3,7,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Mageswari Unavagam,George Town,['South Indian'],Not Mentioned,100.0,0.0,0,3.7,68,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Parampariya Unavu,Tambaram,['South Indian'],Not Mentioned,150.0,3.5,9,4.1,127,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Night Tiffin,Pallikaranai,"['South Indian', ' Chinese']",Not Mentioned,125.0,0.0,0,3.8,25,"['Breakfast', 'Delivery Only', 'Vegetarian Only']"
Arcot Briyani And Restaurant,Porur,['North Indian'],Not Mentioned,200.0,2.8,10,3.7,128,"['Home Delivery', 'Indoor Seating']"
Madurai Sree Pandian Hotel,Alandur,['South Indian'],Not Mentioned,100.0,3.3,9,4.0,167,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Iniyavai Delicious Veg Restaurant,Ambattur,['South Indian'],Not Mentioned,50.0,3.3,8,3.9,45,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Free Parking', 'Catering Available', 'Outdoor Seating', 'Kid Friendly']"
Kebab Petta,Thousand Lights,"['Chinese', ' South Indian', ' Kebab', ' Rolls']",Not Mentioned,200.0,3.3,9,4.3,175,"['Home Delivery', 'Indoor Seating']"
Hotel Ayyar Bhavan,Avadi,['South Indian'],Not Mentioned,100.0,3.4,13,0.0,0,['Indoor Seating']
Mohan Venkatesan Any Time Meals,Anna Nagar West,"['South Indian', ' Street Food', ' Beverages']",Not Mentioned,150.0,3.7,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
K.S Biriyani Kadai,Saidapet,"['Biryani', ' Chinese']",Not Mentioned,175.0,0.0,0,3.9,26,['Home Delivery']
Bommaraja Mess,Sholinganallur,"['South Indian', ' Biryani', ' Chinese', ' Fast Food']",Not Mentioned,100.0,3.0,8,3.9,49,"['Home Delivery', 'Indoor Seating']"
La Mesa Restaurant,Semmancheri,"['North Indian', ' Arabian', ' Chinese', ' Seafood', ' Biryani', ' BBQ']",Not Mentioned,500.0,3.2,5,0.0,0,"['Home Delivery', 'Indoor Seating']"
Arabin Touch,Arumbakkam,"['North Indian', ' Lebanese']",Not Mentioned,125.0,3.2,6,0.0,0,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Shri Balaji Bhavan,Kanchipuram District,"['South Indian', ' North Indian', ' Beverages', ' Desserts']",Not Mentioned,100.0,3.1,9,3.4,199,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Chandrasekar Briyani Center,Tambaram,['South Indian'],Not Mentioned,100.0,3.6,12,0.0,0,['Indoor Seating']
S2 Restaurant,Madhavaram,['North Indian'],Not Mentioned,150.0,3.4,11,0.0,0,"['Home Delivery', 'Indoor Seating']"
Idly Man Unit Of VKM Catering,Purasavakkam,['South Indian'],Not Mentioned,100.0,3.1,10,3.9,79,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Catering Available', 'Free Parking', 'Indoor Seating']"
The Curry Tree,Saligramam,"['Biryani', ' Chinese', ' South Indian']",Not Mentioned,300.0,2.8,11,3.9,99,"['Home Delivery', 'Indoor Seating']"
Hyderabad Andhra Mess,Perambur,"['South Indian', ' Andhra']",Not Mentioned,125.0,0.0,0,3.9,28,['Home Delivery']
Ranjani Boli Stall,K.K. Nagar,"['Street Food', ' Fast Food', ' Rolls']",Not Mentioned,100.0,2.0,4,0.0,0,"['Breakfast', 'Takeaway Only']"
Novotel,Novotel Chennai Sipcot,"['Bakery', ' Desserts', ' Fast Food']",Not Mentioned,500.0,3.6,8,0.0,0,"['Wheelchair Accessible', 'Valet Parking Available', 'LGBTQIA Friendly', 'Vegan Options', 'Indoor Seating', 'Table booking recommended', 'Disabled Friendly', 'Egg Preparations', 'Smoking Area', 'Desserts and Bakes']"
Sha Corner Shop Briyani & Fast Food,Egmore,"['Chinese', ' North Indian']",Not Mentioned,125.0,3.6,8,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Aambur Biriyani,Pallavaram,"['Biryani', ' Chinese']",Not Mentioned,200.0,3.3,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
A K R Brothers Catering & Hotels,Selaiyur,['South Indian'],Not Mentioned,200.0,3.2,13,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Hotel AGT Park,Porur,"['South Indian', ' Seafood', ' Chinese', ' Kerala', ' North Indian']",Not Mentioned,300.0,2.6,5,3.8,22,"['Home Delivery', 'Free Parking', 'Indoor Seating']"
Grill Culture,Ramapuram,"['Lebanese', ' North Indian', ' Chinese']",Not Mentioned,150.0,3.3,8,3.9,200,"['Home Delivery', 'Indoor Seating']"
Hotel Nellai Shri Shivanesh,Mogappair,"['North Indian', ' Chinese']",Not Mentioned,150.0,3.8,9,4.0,198,"['Home Delivery', 'Indoor Seating']"
Cafe Fresh,Royapettah,"['Fast Food', ' Sandwich', ' Burger', ' Juices', ' Beverages']",Not Mentioned,225.0,2.8,8,3.9,31,"['Home Delivery', 'Indoor Seating', 'Free Parking']"
Mummies Kitchen,Porur,"['Continental', ' Chinese', ' North Indian']",Not Mentioned,225.0,0.0,0,3.8,86,['Delivery Only']
Time Out Popcorn,Purasavakkam,['Street Food'],Not Mentioned,75.0,0.0,0,3.9,24,['Home Delivery']
Tibet Snow Lion,Tambaram,"['Chinese', ' Momos', ' Tibetan']",Not Mentioned,125.0,0.0,0,3.9,17,['Home Delivery']
Priya Chat & Snacks,Sowcarpet,"['Street Food', ' Fast Food']",Not Mentioned,100.0,3.0,13,0.0,0,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Hotel Palmgrove,"Hotel Palmgrove, Nungambakkam",['Finger Food'],Not Mentioned,600.0,3.0,9,0.0,0,"['Vegetarian Only', 'Full Bar Available', 'Indoor Seating']"
Hotel Green City,Muttukadu,"['North Indian', ' South Indian', ' Chinese']",Not Mentioned,150.0,3.2,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Grandma's Kai Manam,Karapakkam,"['South Indian', ' North Indian', ' Chettinad']",Not Mentioned,150.0,3.2,7,3.9,43,"['Home Delivery', 'Indoor Seating']"
Sri Kumars,Ambattur,"['Chettinad', ' South Indian', ' Biryani', ' North Indian']",Not Mentioned,100.0,3.0,12,0.0,0,['Indoor Seating']
Kings Kitchen,Mogappair,"['Fast Food', ' North Indian', ' Momos']",Not Mentioned,125.0,3.6,7,3.9,48,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Chennai Corniche,Madipakkam,"['North Indian', ' Chinese']",Not Mentioned,200.0,3.4,8,0.0,0,"['Home Delivery', 'Indoor Seating']"
Bruno's Kitchen,Madipakkam,"['Fast Food', ' Chinese', ' Beverages']",Not Mentioned,200.0,3.6,12,0.0,0,"['Home Delivery', 'Indoor Seating']"
Soppana Sundari Restaurant,Medavakkam,"['South Indian', ' Chinese', ' North Indian']",Not Mentioned,300.0,3.3,11,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Cake & More,Ramapuram,"['Bakery', ' Fast Food']",Not Mentioned,125.0,3.1,9,0.0,0,"['Home Delivery', 'Free Parking', 'Pre-Ordering Required', 'Desserts and Bakes', 'Indoor Seating']"
Day N Nite,Pallikaranai,"['North Indian', ' Chinese']",Not Mentioned,300.0,3.3,8,0.0,0,"['Home Delivery', 'Indoor Seating', 'Table reservation required']"
The Foodies,K.K. Nagar,"['Sandwich', ' Burger']",Not Mentioned,100.0,3.2,11,3.6,115,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Rice & Rotti,Anna Salai,"['North Indian', ' Chinese']",Not Mentioned,175.0,0.0,0,3.9,130,['Delivery Only']
S.P Briyani And Fast Food,Red Hills,"['Biryani', ' Chinese']",Not Mentioned,125.0,3.0,7,0.0,0,"['Home Delivery', 'Indoor Seating']"
K.R.S Chettinadu Mess,Mogappair,"['South Indian', ' Chinese']",Not Mentioned,150.0,3.6,6,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Royal Express Biriyani,Thuraipakkam,"['Chinese', ' Kerala']",Not Mentioned,150.0,3.6,5,3.3,32,"['Home Delivery', 'Indoor Seating']"
Hotel Sakthi,Park Town,"['North Indian', ' Chinese', ' South Indian', ' Biryani', ' Chettinad', ' Seafood']",Not Mentioned,300.0,2.8,9,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Bengali Mess,Potheri,"['North Indian', ' Rolls']",Not Mentioned,100.0,3.7,9,0.0,0,['Home Delivery']
SV Kebab Junction,Pallikaranai,"['Kebab', ' North Indian', ' Rolls']",Not Mentioned,200.0,0.0,0,3.9,37,['Home Delivery']
Radha's Bhavan,Porur,['South Indian'],Not Mentioned,100.0,3.0,10,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Sri Govinda Bhavan,Triplicane,"['South Indian', ' Chinese']",Not Mentioned,100.0,3.5,13,3.9,35,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Pullingo Biryani,Karapakkam,['Biryani'],Not Mentioned,125.0,3.2,9,0.0,0,['Indoor Seating']
Doner Bistro,Medavakkam,"['BBQ', ' Lebanese']",Not Mentioned,150.0,3.5,7,3.7,51,"['Home Delivery', 'Indoor Seating', 'Self Service']"
Karma,Mahabalipuram,"['North Indian', ' Chinese']",Not Mentioned,450.0,3.0,5,0.0,0,"['Breakfast', 'Vegetarian Only', 'Outdoor Seating', 'Indoor Seating', 'Smoking Area', 'Free Parking', 'Poolside', 'Wifi', 'Buffet', 'Free Wifi']"
Stars Biryani,Sholinganallur,"['Biryani', ' Fast Food']",Not Mentioned,125.0,3.0,14,0.0,0,"['Home Delivery', 'Indoor Seating']"
Joe's Cafe,Mahabalipuram,"['South Indian', ' Cafe', ' Fast Food']",Not Mentioned,250.0,3.5,8,0.0,0,"['Outdoor Seating', 'Indoor Seating', 'Desserts and Bakes']"
Bommi Mess,T. Nagar,['South Indian'],Not Mentioned,50.0,3.4,11,0.0,0,"['Breakfast', 'Indoor Seating']"
Chiko and Arab Hub,Thuraipakkam,"['Biryani', ' North Indian', ' Chinese']",Not Mentioned,250.0,3.0,10,3.2,278,"['Home Delivery', 'Table Reservation Not Required', 'Indoor Seating']"
Sri Kumaran Hotel,Chetpet,"['South Indian', ' Chinese']",Not Mentioned,125.0,2.8,10,3.9,34,"['Breakfast', 'Home Delivery', 'Indoor Seating', 'Catering Available']"
The Shas Kitchen,Avadi,"['South Indian', ' Chinese']",Not Mentioned,150.0,0.0,0,3.9,154,['Home Delivery']
Rahmas Biryani,Ashok Nagar,"['Biryani', ' Beverages', ' North Indian']",Not Mentioned,150.0,0.0,0,4.1,379,['Home Delivery']
Gitanjali Veg Restaurant,T. Nagar,"['South Indian', ' Chinese', ' Beverages']",Not Mentioned,100.0,2.2,11,0.0,0,"['Breakfast', 'Vegetarian Only', 'Indoor Seating']"
Paati's Mess,Pallavaram,['South Indian'],Not Mentioned,300.0,0.0,0,2.0,69,['Delivery Only']
The Chef's Karandi,Adambakkam,"['North Indian', ' South Indian', ' Chinese', ' Chettinad']",Not Mentioned,250.0,3.6,13,0.0,0,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Sindhu Mess,Tambaram,['South Indian'],Not Mentioned,100.0,3.5,8,4.1,234,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Mayo Bistro,Anna Nagar West,['Cafe'],Not Mentioned,150.0,3.3,9,0.0,0,"['Indoor Seating', 'Desserts and Bakes']"
Saapida Vaanga,Ashok Nagar,['South Indian'],Not Mentioned,150.0,3.5,10,0.0,0,"['Breakfast', 'Indoor Seating']"
Cafe Meet,Taramani,"['Sandwich', ' Fast Food', ' Juices', ' Beverages']",Not Mentioned,125.0,3.6,8,3.4,23,"['Home Delivery', 'Indoor Seating']"
Manam,Ramapuram,['South Indian'],Not Mentioned,150.0,0.0,0,4.1,188,['Home Delivery']
Scooping Tales,Arumbakkam,"['Beverages', ' Fast Food']",Not Mentioned,125.0,3.3,11,0.0,0,"['Home Delivery', 'Indoor Seating']"
Perumal Cafe,T. Nagar,"['South Indian', ' Chinese']",Not Mentioned,125.0,3.7,6,4.1,201,"['Breakfast', 'Home Delivery', 'Indoor Seating']"
Salad Bay,Madipakkam,"['Salad', ' Sandwich']",Not Mentioned,125.0,3.5,11,0.0,0,"['Breakfast', 'Outdoor Seating']"
Trichy's Thalavaazhai,Perungudi,['South Indian'],Not Mentioned,175.0,2.6,12,0.0,0,"['Home Delivery', 'Indoor Seating']"
Sauce 'O' Cheese,Selaiyur,['Fast Food'],Not Mentioned,125.0,2.6,10,3.5,72,"['Home Delivery', 'Free Parking', 'Indoor Seating', 'Outdoor Seating']"
Arabian Food Court,Vadapalani,"['Chinese', ' Rolls']",Not Mentioned,150.0,3.3,11,0.0,0,"['Home Delivery', 'Indoor Seating']"
Riyas Biriyani,Purasavakkam,"['Biryani', ' North Indian', ' Chinese']",Not Mentioned,150.0,3.9,6,4.1,84,"['Home Delivery', 'Indoor Seating']"
Arcot Fathima Biriyani,Saidapet,"['Biryani', ' Chinese']",Not Mentioned,150.0,3.0,9,4.0,219,"['Home Delivery', 'Indoor Seating']"
Mas 1969,Tambaram,['Biryani'],Not Mentioned,125.0,0.0,0,3.0,14,['Delivery Only']
Kings Kebab & Biryani,Aminijikarai,"['Fast Food', ' South Indian']",Not Mentioned,100.0,3.5,9,4.0,95,"['Home Delivery', 'Indoor Seating']"
Chai Home,Poonamalle,"['Tea', ' Desserts', ' Chinese', ' Fast Food', ' Italian', ' Beverages']",Not Mentioned,200.0,0.0,0,3.9,76,['Delivery Only']
Chennai Biriyani,Kolathur,"['Biryani', ' North Indian', ' Chinese']",Not Mentioned,275.0,3.1,5,3.6,128,"['Home Delivery', 'Indoor Seating']"
Squeeze Hub,Navallur,"['Juices', ' Beverages']",Not Mentioned,100.0,2.0,4,0.0,0,['Outdoor Seating']
Jain Food Service Chennai,Purasavakkam,['Rajasthani'],Not Mentioned,200.0,0.0,0,3.0,76,"['Breakfast', 'Delivery Only', 'Serves Jain Food']"
Chennai Fried Chicken,Pallavaram,['North Indian'],Not Mentioned,150.0,0.0,0,3.8,344,['Home Delivery']
Big Boss Cool Drinks And Fast Food,Perambur,"['BBQ', ' Chinese', ' Lebanese']",Not Mentioned,150.0,0.0,0,3.6,17,"['Breakfast', 'Delivery Only']"
Bakes N Fryes,Valasaravakkam,"['Bakery', ' Fast Food', ' Sandwich', ' Rolls', ' Beverages', ' Desserts']",Not Mentioned,150.0,0.0,0,4.1,82,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes']"
Kebab Trip,Perambur,"['Chinese', ' North Indian']",Not Mentioned,250.0,3.0,9,0.0,0,"['Home Delivery', 'Indoor Seating']"
Meet My bread,George Town,"['Beverages', ' BBQ', ' Fast Food']",Not Mentioned,200.0,2.0,4,0.0,0,"['Home Delivery', 'Indoor Seating']"
Jigarthanda Factory,Karapakkam,"['Ice Cream', ' Desserts']",Not Mentioned,100.0,0.0,0,3.9,67,['Home Delivery']
Amudhu Home Foods,Porur,"['South Indian', ' Chettinad']",Not Mentioned,125.0,0.0,0,3.5,151,['Delivery Only']
Paya Roti,Triplicane,"['North Indian', ' Chinese']",Not Mentioned,125.0,3.3,11,3.6,124,"['Home Delivery', 'Indoor Seating']"
VB Sweets & Snacks,Mylapore,"['Mithai', ' Street Food', ' Sandwich']",Not Mentioned,100.0,2.0,4,3.4,32,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating', 'Desserts and Bakes']"
The Lassi And Falooda,Porur,"['Beverages', ' Desserts']",Not Mentioned,50.0,0.0,0,3.9,22,"['Home Delivery', 'Desserts and Bakes']"
Paratha Experiment by Ola Foods,Thuraipakkam,"['North Indian', ' Beverages']",Not Mentioned,100.0,0.0,0,3.9,23,['Delivery Only']
Guinness'd Bar,"BKR Grand Hotel, T. Nagar",['Finger Food'],Not Mentioned,600.0,3.7,10,0.0,0,"['Full Bar Available', 'Free Parking', 'Wifi', 'Nightlife', 'Indoor Seating']"
Marani Cakes And Bakes,Kolathur,['Bakery'],Not Mentioned,100.0,3.4,11,0.0,0,"['Home Delivery', 'Indoor Seating', 'Desserts and Bakes', 'Home Baker']"
Hyderabad Biryani,Navallur,"['Biryani', ' South Indian', ' North Indian', ' Chinese', ' Fast Food', ' Beverages']",Not Mentioned,175.0,3.0,11,3.4,522,"['Home Delivery', 'Indoor Seating']"
JJ Biriyani,Vandalur,"['Biryani', ' South Indian']",Not Mentioned,125.0,3.3,10,3.8,582,"['Home Delivery', 'Indoor Seating']"
Madurai Special Jigarthanda,Medavakkam,['Beverages'],Not Mentioned,100.0,3.4,11,3.7,217,"['Home Delivery', 'Indoor Seating']"
Asli Thali,Thiruvanmiyur,"['North Indian', ' South Indian', ' Desserts']",Not Mentioned,175.0,2.8,8,3.7,336,"['Home Delivery', 'Indoor Seating', 'Table Reservation Not Required']"
Ameen Special Biriyani,Porur,"['Biryani', ' Arabian', ' Chinese']",Not Mentioned,200.0,2.9,11,0.0,0,"['Home Delivery', 'Indoor Seating']"
Swaad Nation,Nanganallur,"['North Indian', ' Fast Food', ' Chinese', ' Street Food', ' Beverages']",Not Mentioned,300.0,3.6,7,0.0,0,"['Breakfast', 'Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Sea Food Samayal,Perambur,"['Seafood', ' Kerala']",Not Mentioned,250.0,0.0,0,3.1,60,['Home Delivery']
"Fruit Salad, Fresh Juice And Tiffin Centre",Taramani,"['Fast Food', ' Beverages']",Not Mentioned,225.0,0.0,0,3.2,290,"['Breakfast', 'Home Delivery']"
Lassi Magic,Purasavakkam,['Beverages'],Not Mentioned,100.0,0.0,0,4.2,122,['Home Delivery']
Atho Mohinga Kadai,Ambattur,"['Burmese', ' Beverages', ' Fast Food']",Not Mentioned,75.0,3.5,9,0.0,0,['Indoor Seating']
House of Pizzas,Thuraipakkam,['Pizza'],Not Mentioned,250.0,3.0,10,3.3,299,"['Home Delivery', 'Indoor Seating']"
Soda Hub,"OMR Food Street, Navallur",['Beverages'],Not Mentioned,20.0,3.2,8,0.0,0,"['Takeaway Only', 'Vegetarian Only', 'Desserts and Bakes']"
Lala Jilebi Wala,West Mambalam,['Mithai'],Not Mentioned,100.0,3.2,6,0.0,0,"['Takeaway Only', 'Vegetarian Only', 'Desserts and Bakes']"
Fried Mirchi No 1 Desi Food,Mylapore,['Fast Food'],Not Mentioned,60.0,3.4,8,4.2,123,"['Home Delivery', 'Vegetarian Only', 'Indoor Seating']"
Best Biryani Center,Madhavaram,"['Biryani', ' North Indian']",Not Mentioned,150.0,3.4,13,0.0,0,"['Home Delivery', 'Indoor Seating']"
Shana's Kitchen,Mylapore,"['Sandwich', ' Fast Food', ' Beverages']",Not Mentioned,200.0,3.3,7,3.9,149,"['Home Delivery', 'Indoor Seating']"
